    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)        fxyz         fx3          fy3          fz3       fx(y2-z2)    fy(z2-x2)    fz(x2-y2)        f          Int(f)       total      Int(total) 
  -65.0000  1.12866E-14  2.20858E-12  1.64704E-14 -4.19673E-15  6.14560E-15  1.84192E-14  1.88516E-12 -1.91604E-16  3.73075E-15  2.40769E-14 -1.19665E-14  9.99280E-15  2.56423E-14  8.98189E-13 -8.43056E-15  1.13160E-14 -3.40360E-15  7.51668E-15  1.39715E-14 -1.40535E-14  1.20571E-14  1.89736E-14  1.29410E-10  7.43218E-14  1.34402E-10
  -64.5000  9.27907E-15  2.20892E-12  1.62389E-14 -5.01003E-15  5.62333E-15  1.68522E-14  1.88578E-12  1.23980E-16  4.46584E-15  2.40261E-14 -1.20691E-14  1.03099E-14  2.68566E-14  8.99176E-13 -8.55496E-15  1.17652E-14 -3.48378E-15  8.59285E-15  1.41534E-14 -1.40535E-14  1.18440E-14  2.02631E-14  1.29411E-10  7.32510E-14  1.34405E-10
  -64.0000  7.39566E-15  2.20919E-12  1.61723E-14 -5.76173E-15  5.21322E-15  1.56238E-14  1.88636E-12  5.75838E-16  5.42724E-15  2.40373E-14 -1.21596E-14  1.07887E-14  2.86695E-14  9.00229E-13 -8.66269E-15  1.23537E-14 -3.54657E-15  9.91428E-15  1.44301E-14 -1.40458E-14  1.16652E-14  2.21082E-14  1.29412E-10  7.37972E-14  1.34407E-10
  -63.5000  5.65979E-15  2.20940E-12  1.63367E-14 -6.41017E-15  4.96880E-15  1.48953E-14  1.88691E-12  1.14474E-15  6.57348E-15  2.41335E-14 -1.21803E-14  1.13899E-14  3.10613E-14  9.01371E-13 -8.75189E-15  1.31192E-14 -3.58908E-15  1.15514E-14  1.48252E-14 -1.40211E-14  1.15249E-14  2.46586E-14  1.29413E-10  7.62750E-14  1.34410E-10
  -63.0000  3.97614E-15  2.20954E-12  1.68261E-14 -6.88353E-15  4.98135E-15  1.49239E-14  1.88745E-12  1.89580E-15  8.01501E-15  2.43226E-14 -1.21435E-14  1.21748E-14  3.42647E-14  9.02630E-13 -8.81034E-15  1.41071E-14 -3.62096E-15  1.35854E-14  1.53680E-14 -1.39827E-14  1.14307E-14  2.80773E-14  1.29414E-10  8.12420E-14  1.34413E-10
  -62.5000  2.53295E-15  2.20964E-12  1.77912E-14 -7.08212E-15  5.36916E-15  1.60783E-14  1.88804E-12  2.93304E-15  9.80343E-15  2.46475E-14 -1.20209E-14  1.32195E-14  3.85826E-14  9.04048E-13 -8.82885E-15  1.53853E-14 -3.62976E-15  1.61454E-14  1.61001E-14 -1.39127E-14  1.13956E-14  3.26550E-14  1.29415E-10  8.98488E-14  1.34417E-10
  -62.0000  1.35426E-15  2.20969E-12  1.94719E-14 -6.82140E-15  6.33994E-15  1.89905E-14  1.88874E-12  4.24035E-15  1.21425E-14  2.51276E-14 -1.17695E-14  1.45658E-14  4.43067E-14  9.05676E-13 -8.78600E-15  1.70447E-14 -3.60490E-15  1.94104E-14  1.70833E-14 -1.38160E-14  1.14377E-14  3.87692E-14  1.29416E-10  1.03421E-13  1.34420E-10
  -61.5000  5.71033E-16  2.20971E-12  2.22169E-14 -5.83259E-15  8.20266E-15  2.45869E-14  1.88965E-12  6.01765E-15  1.51746E-14  2.58550E-14 -1.13404E-14  1.64214E-14  5.21282E-14  9.07592E-13 -8.65845E-15  1.92316E-14 -3.54708E-15  2.36355E-14  1.84003E-14 -1.36728E-14  1.15877E-14  4.69767E-14  1.29418E-10  1.24263E-13  1.34425E-10
  -61.0000  3.83138E-16  2.20972E-12  2.66182E-14 -3.63023E-15  1.15074E-14  3.44953E-14  1.89091E-12  8.40028E-15  1.91476E-14  2.69439E-14 -1.06228E-14  1.89312E-14  6.28001E-14  9.09899E-13 -8.40513E-15  2.21380E-14 -3.43769E-15  2.92011E-14  2.01795E-14 -1.34754E-14  1.18883E-14  5.80888E-14  1.29420E-10  1.55767E-13  1.34431E-10
  -60.5000  1.06144E-15  2.20976E-12  3.36439E-14  5.79988E-16  1.71276E-14  5.13515E-14  1.89280E-12  1.17137E-14  2.45545E-14  2.84945E-14 -9.51793E-15  2.22880E-14  7.75328E-14  9.12749E-13 -7.96236E-15  2.60866E-14 -3.27747E-15  3.66952E-14  2.26219E-14 -1.32139E-14  1.24069E-14  7.33568E-14  1.29423E-10  2.03302E-13  1.34438E-10
  -60.0000  2.98465E-15  2.20987E-12  4.49162E-14  8.18799E-15  2.65648E-14  7.96690E-14  1.89573E-12  1.63610E-14  3.19623E-14  3.07645E-14 -7.78509E-15  2.70883E-14  9.83909E-14  9.16365E-13 -7.23129E-15  3.15672E-14 -3.04929E-15  4.70444E-14  2.60326E-14 -1.28664E-14  1.32538E-14  9.47510E-14  1.29426E-10  2.75796E-13  1.34448E-10
  -59.5000  6.26722E-15  2.21010E-12  6.31465E-14  2.15275E-14  4.23555E-14  1.27030E-13  1.90040E-12  2.29722E-14  4.23389E-14  3.41556E-14 -5.09553E-15  3.38778E-14  1.28249E-13  9.21078E-13 -6.04730E-15  3.93823E-14 -2.74199E-15  6.17665E-14  3.09097E-14 -1.24021E-14  1.46013E-14  1.25468E-13  1.29431E-10  3.87014E-13  1.34462E-10
  -59.0000  1.13762E-14  2.21052E-12  9.31263E-14  4.47506E-14  6.89595E-14  2.06836E-13  1.90800E-12  3.26840E-14  5.73159E-14  3.92635E-14 -8.65756E-16  4.38149E-14  1.72213E-13  9.27406E-13 -4.10646E-15  5.09801E-14 -2.31761E-15  8.36038E-14  3.81470E-14 -1.17808E-14  1.67678E-14  1.71294E-13  1.29437E-10  5.61719E-13  1.34483E-10
  -58.5000  1.76862E-14  2.21117E-12  1.42665E-13  8.46038E-14  1.13656E-13  3.40926E-13  1.92053E-12  4.72766E-14  7.94776E-14  4.71496E-14  5.88524E-15  5.87058E-14  2.38495E-13  9.36171E-13 -8.56366E-16  6.90310E-14 -1.74592E-15  1.17617E-13  4.94015E-14 -1.09241E-14  2.03261E-14  2.42849E-13  1.29446E-10  8.39956E-13  1.34514E-10
  -58.0000  2.28088E-14  2.21201E-12  2.22692E-13  1.50034E-13  1.86385E-13  5.59110E-13  1.94107E-12  6.96806E-14  1.12951E-13  5.96154E-14  1.69067E-14  8.15091E-14  3.40663E-13  9.48690E-13  4.80111E-15  9.89511E-14 -9.22918E-16  1.74090E-13  6.80200E-14 -9.67561E-15  2.64071E-14  3.61670E-13  1.29459E-10  1.28425E-12  1.34561E-10
  -57.5000  1.94242E-14  2.21272E-12  3.36693E-13  2.40629E-13  2.88697E-13  8.66020E-13  1.97290E-12  1.04467E-13  1.64062E-13  7.95819E-14  3.49393E-14  1.16843E-13  4.99894E-13  9.67061E-13  1.52458E-14  1.52932E-13  4.02704E-16  2.76231E-13  1.01542E-13 -7.64892E-15  3.74359E-14  5.76141E-13  1.29481E-10  1.96148E-12  1.34633E-10
  -57.0000  1.30776E-15  2.21277E-12  4.13946E-13  2.77045E-13  3.45536E-13  1.03653E-12  2.01099E-12  1.56353E-13  2.38762E-13  1.10712E-13  6.34302E-14  1.69496E-13  7.38754E-13  9.94209E-13  3.62533E-14  2.62658E-13  3.07177E-15  4.84475E-13  1.69594E-13 -3.70280E-15  5.92691E-14  1.01162E-12  1.29518E-10  2.78821E-12  1.34736E-10
  -56.5000  1.48678E-13  2.21823E-12  1.69202E-13 -4.76591E-14  6.08128E-14  1.82355E-13  2.01769E-12  2.15484E-13  3.20747E-13  1.49941E-13  9.89412E-14  2.29694E-13  1.01481E-12  1.03150E-12  8.42720E-14  5.28546E-13  1.07799E-14  9.90608E-13  3.34616E-13  6.60368E-15  1.08484E-13  2.06391E-12  1.29594E-10  3.40975E-12  1.34861E-10
  -56.0000  3.98190E-12  2.36456E-12  7.94119E-12  7.53732E-12  7.73936E-12  2.32179E-11  2.87093E-12  1.75289E-13  2.54632E-13  1.40206E-13  8.36538E-14  1.91273E-13  8.45054E-13  1.06256E-12  2.22616E-13  1.39333E-12  5.24210E-14  2.63697E-12  8.75677E-13  5.41672E-14  2.48632E-13  5.48381E-12  1.29795E-10  3.35286E-11  1.36093E-10
  -55.5000  1.00666E-10  6.06396E-12  7.81422E-10  7.80435E-10  7.80929E-10  2.34279E-09  8.89667E-11  8.09474E-13  1.18299E-12  4.87447E-13  4.22316E-13  8.28361E-13  3.73059E-12  1.19965E-12  9.25198E-13  6.38980E-12  7.44618E-13  1.19299E-11  4.15129E-12  7.48293E-13  9.53974E-13  2.58431E-11  1.30745E-10  2.47302E-09  2.26975E-10
  -55.0000  8.69265E-09  3.25513E-10  2.79806E-07  2.79802E-07  2.79804E-07  8.39413E-07  3.09368E-08  3.54311E-10  4.95846E-10  2.12836E-10  2.12762E-10  3.54334E-10  1.63009E-09  6.11043E-11  2.31169E-11  1.40500E-10  7.38456E-11  2.27685E-10  1.11105E-10  7.11009E-11  2.31480E-11  6.70501E-10  1.55385E-10  8.50406E-07  3.14788E-08
  -54.5000  3.44232E-01  1.26503E-02  2.49929E+01  2.49930E+01  2.49930E+01  7.49789E+01  2.75542E+00  9.00784E-02  1.31265E-01  4.88899E-02  4.88907E-02  9.00770E-02  4.09201E-01  1.50379E-02  7.72259E-03  4.03145E-03  6.25244E-04  4.56035E-03  3.05261E-03  1.00889E-03  7.72258E-03  2.87237E-02  1.05558E-03  7.57610E+01  2.78417E+00
  -54.0000  1.51144E-07  1.26503E-02  2.29453E-05  2.29453E-05  2.29453E-05  6.88360E-05  2.75542E+00  1.82531E-08  2.56465E-08  1.08595E-08  1.08597E-08  1.82531E-08  8.38719E-08  1.50379E-02  5.59994E-09  3.97796E-09  5.21820E-09  2.58309E-09  4.49469E-09  5.23890E-09  5.59985E-09  3.27126E-08  1.05558E-03  6.91037E-05  2.78417E+00
  -53.5000  1.68167E-09  1.26503E-02  3.67984E-08  3.68001E-08  3.67993E-08  1.10398E-07  2.75542E+00  2.14106E-10  2.92818E-10  1.35351E-10  1.35416E-10  2.14095E-10  9.91786E-10  1.50379E-02  3.92092E-11  3.82594E-11  7.80996E-11  1.42143E-11  5.20898E-11  7.59928E-11  3.91916E-11  3.37057E-10  1.05558E-03  1.13408E-07  2.78417E+00
  -53.0000  1.61022E-10  1.26503E-02  1.45422E-09  1.45456E-09  1.45439E-09  4.36318E-09  2.75542E+00  2.32788E-11  3.12371E-11  1.53024E-11  1.53297E-11  2.32743E-11  1.08422E-10  1.50379E-02  4.21668E-12  4.82747E-12  1.11238E-11  1.34208E-12  6.97341E-12  1.07421E-11  4.21264E-12  4.34382E-11  1.05558E-03  4.67606E-09  2.78417E+00
  -52.5000  3.30977E-11  1.26503E-02  1.69692E-10  1.69802E-10  1.69747E-10  5.09241E-10  2.75542E+00  5.41429E-12  7.14609E-12  3.67500E-12  3.68701E-12  5.41280E-12  2.53352E-11  1.50379E-02  1.07474E-12  1.38599E-12  3.36131E-12  3.41189E-13  2.05502E-12  3.22863E-12  1.07617E-12  1.25231E-11  1.05558E-03  5.80197E-10  2.78417E+00
  -52.0000  1.00644E-11  1.26503E-02  3.45421E-11  3.45858E-11  3.45640E-11  1.03692E-10  2.75542E+00  1.86177E-12  2.42094E-12  1.30091E-12  1.30469E-12  1.86198E-12  8.75028E-12  1.50379E-02  4.20134E-13  5.97696E-13  1.47045E-12  1.50468E-13  8.93420E-13  1.40441E-12  4.24421E-13  5.36099E-12  1.05558E-03  1.27868E-10  2.78417E+00
  -51.5000  3.87773E-12  1.26503E-02  9.88098E-12  9.89963E-12  9.89035E-12  2.96710E-11  2.75542E+00  8.13826E-13  1.04434E-12  5.85176E-13  5.83946E-13  8.15082E-13  3.84237E-12  1.50379E-02  2.11151E-13  3.26591E-13  7.97469E-13  9.08395E-14  4.87166E-13  7.56484E-13  2.17143E-13  2.88684E-12  1.05558E-03  4.02779E-11  2.78417E+00
  -51.0000  1.75028E-12  1.26503E-02  3.55937E-12  3.56710E-12  3.56327E-12  1.06897E-11  2.75542E+00  4.18927E-13  5.31584E-13  3.10576E-13  3.05980E-13  4.20910E-13  1.98798E-12  1.50379E-02  1.24655E-13  2.07314E-13  4.96420E-13  6.48704E-14  3.07097E-13  4.67065E-13  1.31745E-13  1.79917E-12  1.05558E-03  1.62272E-11  2.78417E+00
  -50.5000  8.85771E-13  1.26503E-02  1.51695E-12  1.51935E-12  1.51818E-12  4.55448E-12  2.75542E+00  2.43076E-13  3.05683E-13  1.86422E-13  1.79535E-13  2.45559E-13  1.16027E-12  1.50379E-02  8.20635E-14  1.45521E-13  3.39758E-13  5.06750E-14  2.13734E-13  3.16631E-13  8.98937E-14  1.23828E-12  1.05558E-03  7.83880E-12  2.78417E+00
  -50.0000  4.88618E-13  1.26503E-02  7.34512E-13  7.34135E-13  7.34345E-13  2.20299E-12  2.75542E+00  1.54419E-13  1.92919E-13  1.23064E-13  1.14486E-13  1.57272E-13  7.42160E-13  1.50379E-02  5.82915E-14  1.09532E-13  2.48891E-13  4.16410E-14  1.59557E-13  2.29454E-13  6.66320E-14  9.13999E-13  1.05558E-03  4.34777E-12  2.78417E+00
  -49.5000  2.88852E-13  1.26503E-02  3.93822E-13  3.91909E-13  3.92881E-13  1.17861E-12  2.75542E+00  1.05357E-13  1.31125E-13  8.76804E-14  7.78436E-14  1.08506E-13  5.10512E-13  1.50379E-02  4.37495E-14  8.67153E-14  1.91841E-13  3.53026E-14  1.25432E-13  1.74777E-13  5.24414E-14  7.10258E-13  1.05558E-03  2.68823E-12  2.78417E+00
  -49.0000  1.80975E-13  1.26503E-02  2.29751E-13  2.26971E-13  2.28375E-13  6.85097E-13  2.75542E+00  7.61921E-14  9.46620E-14  6.64045E-14  5.56459E-14  7.95055E-14  3.72410E-13  1.50379E-02  3.42108E-14  7.12893E-14  1.53805E-13  3.05655E-14  1.02555E-13  1.38355E-13  4.31438E-14  5.73925E-13  1.05558E-03  1.81241E-12  2.78417E+00
  -48.5000  1.19273E-13  1.26503E-02  1.44048E-13  1.40767E-13  1.42420E-13  4.27235E-13  2.75542E+00  5.77464E-14  7.18161E-14  5.29113E-14  4.14286E-14  6.12077E-14  2.85110E-13  1.50379E-02  2.76050E-14  6.03282E-14  1.27206E-13  2.68675E-14  8.64474E-14  1.12921E-13  3.66972E-14  4.78072E-13  1.05558E-03  1.30969E-12  2.78417E+00
  -48.0000  8.23045E-14  1.26503E-02  9.62143E-14  9.26619E-14  9.44480E-14  2.83324E-13  2.75542E+00  4.55475E-14  5.67897E-14  4.38917E-14  3.18886E-14  4.91126E-14  2.27230E-13  1.50379E-02  2.28378E-14  5.22334E-14  1.07908E-13  2.38962E-14  7.46636E-14  9.44866E-14  3.20232E-14  4.08049E-13  1.05558E-03  1.00091E-12  2.78417E+00
  -47.5000  5.93716E-14  1.26503E-02  6.79927E-14  6.42938E-14  6.61539E-14  1.98440E-13  2.75542E+00  3.71582E-14  4.65377E-14  3.76133E-14  2.52572E-14  4.08021E-14  1.87369E-13  1.50379E-02  1.92755E-14  4.60523E-14  9.34613E-14  2.14520E-14  6.57540E-14  8.07145E-14  2.85058E-14  3.55215E-13  1.05558E-03  8.00396E-13  2.78417E+00
  -47.0000  4.45988E-14  1.26503E-02  5.05518E-14  4.67974E-14  4.86795E-14  1.46029E-13  2.75542E+00  3.11852E-14  3.92749E-14  3.31181E-14  2.04945E-14  3.49036E-14  1.58976E-13  1.50379E-02  1.65403E-14  4.12211E-14  8.23754E-14  1.94099E-14  5.88547E-14  7.01611E-14  2.57747E-14  3.14337E-13  1.05558E-03  6.63941E-13  2.78417E+00
  -46.5000  3.50356E-14  1.26503E-02  3.93616E-14  3.56102E-14  3.74986E-14  1.12470E-13  2.75542E+00  2.68755E-14  3.40231E-14  2.98036E-14  1.69986E-14  3.05783E-14  1.38279E-13  1.50379E-02  1.43941E-14  3.73487E-14  7.36947E-14  1.76779E-14  5.33811E-14  6.19118E-14  2.36010E-14  2.82009E-13  1.05558E-03  5.67795E-13  2.78417E+00
  -46.0000  2.86189E-14  1.26503E-02  3.19567E-14  2.82580E-14  3.01157E-14  9.03305E-14  2.75542E+00  2.36159E-14  3.01551E-14  2.72886E-14  1.43780E-14  2.73652E-14  1.22803E-13  1.50379E-02  1.26821E-14  3.42012E-14  6.67814E-14  1.61924E-14  4.89700E-14  5.53597E-14  2.18307E-14  2.56017E-13  1.05558E-03  4.97770E-13  2.78417E+00
  -45.5000  2.43735E-14  1.26503E-02  2.69608E-14  2.33326E-14  2.51587E-14  7.54521E-14  2.75542E+00  2.12198E-14  2.72578E-14  2.53464E-14  1.24240E-14  2.49423E-14  1.11190E-13  1.50379E-02  1.12942E-14  3.16064E-14  6.12021E-14  1.49074E-14  4.53663E-14  5.00952E-14  2.03681E-14  2.34840E-13  1.05558E-03  4.45856E-13  2.78417E+00
  -45.0000  2.15512E-14  1.26503E-02  2.35423E-14  2.00211E-14  2.17942E-14  6.53577E-14  2.75542E+00  1.93607E-14  2.50417E-14  2.38717E-14  1.09246E-14  2.30669E-14  1.02266E-13  1.50379E-02  1.01607E-14  2.94365E-14  5.66496E-14  1.37865E-14  4.23732E-14  4.58101E-14  1.91354E-14  2.17352E-13  1.05558E-03  4.06526E-13  2.78417E+00
  -44.5000  1.98240E-14  1.26503E-02  2.12091E-14  1.78064E-14  1.95212E-14  5.85367E-14  2.75542E+00  1.79828E-14  2.33972E-14  2.26890E-14  9.81413E-15  2.16161E-14  9.54992E-14  1.50379E-02  9.22985E-15  2.76020E-14  5.29018E-14  1.28004E-14  3.98704E-14  4.22983E-14  1.80851E-14  2.02788E-13  1.05558E-03  3.76648E-13  2.78417E+00
  -44.0000  1.87496E-14  1.26503E-02  1.96623E-14  1.63917E-14  1.80340E-14  5.40879E-14  2.75542E+00  1.69572E-14  2.21506E-14  2.17286E-14  8.94809E-15  2.05655E-14  9.03499E-14  1.50379E-02  8.45886E-15  2.60344E-14  4.97961E-14  1.19294E-14  3.77561E-14  3.94101E-14  1.71833E-14  1.90568E-13  1.05558E-03  3.53756E-13  2.78417E+00
  -43.5000  1.85996E-14  1.26503E-02  1.86945E-14  1.55738E-14  1.71431E-14  5.14113E-14  2.75542E+00  1.62043E-14  2.12747E-14  2.09984E-14  8.36899E-15  1.97619E-14  8.66082E-14  1.50379E-02  7.81872E-15  2.46993E-14  4.72316E-14  1.11545E-14  3.59629E-14  3.70296E-14  1.63961E-14  1.80293E-13  1.05558E-03  3.36912E-13  2.78417E+00
  -43.0000  1.89205E-14  1.26503E-02  1.81911E-14  1.52342E-14  1.67244E-14  5.01496E-14  2.75542E+00  1.57044E-14  2.06560E-14  2.04117E-14  7.97755E-15  1.91624E-14  8.39120E-14  1.50379E-02  7.29177E-15  2.35474E-14  4.50905E-14  1.04615E-14  3.44417E-14  3.50655E-14  1.57117E-14  1.71610E-13  1.05558E-03  3.24592E-13  2.78417E+00
  -42.5000  1.96332E-14  1.26503E-02  1.80786E-14  1.52908E-14  1.66921E-14  5.00615E-14  2.75542E+00  1.53830E-14  2.02929E-14  1.99619E-14  7.75165E-15  1.87777E-14  8.21672E-14  1.50379E-02  6.85753E-15  2.25517E-14  4.33260E-14  9.83993E-15  3.31325E-14  3.34629E-14  1.51065E-14  1.64277E-13  1.05558E-03  3.16139E-13  2.78417E+00
  -42.0000  2.08865E-14  1.26503E-02  1.83206E-14  1.57104E-14  1.70209E-14  5.10519E-14  2.75542E+00  1.52338E-14  2.01488E-14  1.96681E-14  7.65324E-15  1.85633E-14  8.12672E-14  1.50379E-02  6.50643E-15  2.16895E-14  4.18735E-14  9.27870E-15  3.20198E-14  3.21558E-14  1.45734E-14  1.58097E-13  1.05558E-03  3.11303E-13  2.78417E+00
  -41.5000  2.27635E-14  1.26503E-02  1.88799E-14  1.64606E-14  1.76782E-14  5.30187E-14  2.75542E+00  1.52627E-14  2.01899E-14  1.94499E-14  7.72731E-15  1.84792E-14  8.11090E-14  1.50379E-02  6.22373E-15  2.09498E-14  4.06839E-14  8.77058E-15  3.10736E-14  3.11077E-14  1.40990E-14  1.52908E-13  1.05558E-03  3.09800E-13  2.78417E+00
  -41.0000  2.51263E-14  1.26503E-02  1.97671E-14  1.75542E-14  1.86681E-14  5.59894E-14  2.75542E+00  1.54877E-14  2.04523E-14  1.93643E-14  7.94808E-15  1.86247E-14  8.18771E-14  1.50379E-02  6.00509E-15  2.03066E-14  3.97441E-14  8.30957E-15  3.02704E-14  3.02954E-14  1.36808E-14  1.48612E-13  1.05558E-03  3.11605E-13  2.78417E+00
  -40.5000  2.82261E-14  1.26503E-02  2.10019E-14  1.90026E-14  2.00144E-14  6.00189E-14  2.75542E+00  1.58336E-14  2.08790E-14  1.93524E-14  8.27929E-15  1.88870E-14  8.32313E-14  1.50379E-02  5.84683E-15  1.97636E-14  3.90289E-14  7.88942E-15  2.96031E-14  2.96996E-14  1.33126E-14  1.45144E-13  1.05558E-03  3.16620E-13  2.78417E+00
  -40.0000  3.20357E-14  1.26503E-02  2.26082E-14  2.08301E-14  2.17290E-14  6.51673E-14  2.75542E+00  1.63601E-14  2.15337E-14  1.94751E-14  8.72198E-15  1.92659E-14  8.53568E-14  1.50379E-02  5.73708E-15  1.92995E-14  3.85030E-14  7.50551E-15  2.90607E-14  2.92936E-14  1.29911E-14  1.42391E-13  1.05558E-03  3.24950E-13  2.78417E+00
  -39.5000  3.67469E-14  1.26503E-02  2.46280E-14  2.30858E-14  2.38690E-14  7.15828E-14  2.75542E+00  1.70384E-14  2.23690E-14  1.96934E-14  9.33622E-15  1.98340E-14  8.82711E-14  1.50379E-02  5.68208E-15  1.89123E-14  3.81689E-14  7.15452E-15  2.86234E-14  2.90650E-14  1.27086E-14  1.40315E-13  1.05558E-03  3.36916E-13  2.78417E+00
  -39.0000  4.26160E-14  1.26503E-02  2.71315E-14  2.58277E-14  2.64853E-14  7.94445E-14  2.75542E+00  1.79206E-14  2.34596E-14  2.00664E-14  1.00812E-14  2.06200E-14  9.21479E-14  1.50379E-02  5.67237E-15  1.86007E-14  3.80186E-14  6.83209E-15  2.82936E-14  2.90136E-14  1.24659E-14  1.38897E-13  1.05558E-03  3.53105E-13  2.78417E+00
  -38.5000  4.97078E-14  1.26503E-02  3.01835E-14  2.91365E-14  2.96668E-14  8.89868E-14  2.75542E+00  1.89980E-14  2.47895E-14  2.05265E-14  1.09782E-14  2.15585E-14  9.68507E-14  1.50379E-02  5.71081E-15  1.83551E-14  3.80364E-14  6.53613E-15  2.80658E-14  2.91235E-14  1.22632E-14  1.38091E-13  1.05558E-03  3.73636E-13  2.78417E+00
  -38.0000  5.82704E-14  1.26503E-02  3.38943E-14  3.31098E-14  3.35065E-14  1.00511E-13  2.75542E+00  2.02996E-14  2.63958E-14  2.11849E-14  1.20628E-14  2.27131E-14  1.02656E-13  1.50379E-02  5.79488E-15  1.81878E-14  3.82258E-14  6.26389E-15  2.79396E-14  2.94055E-14  1.21011E-14  1.37919E-13  1.05558E-03  3.99356E-13  2.78417E+00
  -37.5000  6.89262E-14  1.26503E-02  3.83807E-14  3.78722E-14  3.81274E-14  1.14380E-13  2.75542E+00  2.18861E-14  2.83572E-14  2.19784E-14  1.33441E-14  2.41817E-14  1.09747E-13  1.50379E-02  5.92439E-15  1.80825E-14  3.85926E-14  6.01474E-15  2.79198E-14  2.98529E-14  1.19766E-14  1.38364E-13  1.05558E-03  4.31417E-13  2.78417E+00
  -37.0000  8.17998E-14  1.26503E-02  4.37944E-14  4.35724E-14  4.36938E-14  1.31061E-13  2.75542E+00  2.37433E-14  3.06839E-14  2.29808E-14  1.48500E-14  2.58935E-14  1.18152E-13  1.50379E-02  6.10232E-15  1.80531E-14  3.91329E-14  5.78484E-15  2.80018E-14  3.04727E-14  1.18941E-14  1.39442E-13  1.05558E-03  4.70454E-13  2.78417E+00
  -36.5000  9.75812E-14  1.26503E-02  5.03359E-14  5.04118E-14  5.03820E-14  1.51130E-13  2.75542E+00  2.59438E-14  3.34585E-14  2.42065E-14  1.65877E-14  2.79260E-14  1.28123E-13  1.50379E-02  6.33067E-15  1.80880E-14  3.98587E-14  5.57656E-15  2.81920E-14  3.12739E-14  1.18551E-14  1.41175E-13  1.05558E-03  5.18008E-13  2.78417E+00
  -36.0000  1.16746E-13  1.26503E-02  5.82449E-14  5.86248E-14  5.84427E-14  1.75312E-13  2.75542E+00  2.85619E-14  3.67447E-14  2.57073E-14  1.86457E-14  3.03599E-14  1.40019E-13  1.50379E-02  6.61193E-15  1.82031E-14  4.07821E-14  5.38565E-15  2.85007E-14  3.22646E-14  1.18636E-14  1.43612E-13  1.05558E-03  5.75690E-13  2.78417E+00
  -35.5000  1.40435E-13  1.26503E-02  6.78214E-14  6.85248E-14  6.81800E-14  2.04526E-13  2.75542E+00  3.16367E-14  4.06613E-14  2.75666E-14  2.10239E-14  3.32759E-14  1.54164E-13  1.50379E-02  6.95119E-15  1.83992E-14  4.19327E-14  5.21512E-15  2.89351E-14  3.34625E-14  1.19210E-14  1.46817E-13  1.05558E-03  6.45943E-13  2.78417E+00
  -35.0000  1.69828E-13  1.26503E-02  7.94523E-14  8.04938E-14  7.99810E-14  2.39927E-13  2.75542E+00  3.53036E-14  4.52893E-14  2.97995E-14  2.38430E-14  3.68201E-14  1.71056E-13  1.50379E-02  7.35229E-15  1.86844E-14  4.33063E-14  5.06201E-15  2.95033E-14  3.48909E-14  1.20353E-14  1.50835E-13  1.05558E-03  7.31645E-13  2.78417E+00
  -34.5000  2.06045E-13  1.26503E-02  9.36212E-14  9.50076E-14  9.43221E-14  2.82951E-13  2.75542E+00  3.96948E-14  5.08545E-14  3.25018E-14  2.71635E-14  4.09920E-14  1.91207E-13  1.50379E-02  7.82388E-15  1.90715E-14  4.49432E-14  4.92798E-15  3.02252E-14  3.65667E-14  1.22142E-14  1.55773E-13  1.05558E-03  8.35975E-13  2.78417E+00
  -34.0000  2.51078E-13  1.26503E-02  1.10931E-13  1.12677E-13  1.11814E-13  3.35422E-13  2.75542E+00  4.48736E-14  5.74752E-14  3.57933E-14  3.10680E-14  4.59366E-14  2.15147E-13  1.50379E-02  8.37313E-15  1.95654E-14  4.68768E-14  4.81497E-15  3.11186E-14  3.85274E-14  1.24653E-14  1.61742E-13  1.05558E-03  9.63388E-13  2.78417E+00
  -33.5000  3.07271E-13  1.26503E-02  1.32162E-13  1.34290E-13  1.33231E-13  3.99683E-13  2.75542E+00  5.10959E-14  6.54217E-14  3.97285E-14  3.56871E-14  5.20525E-14  2.43986E-13  1.50379E-02  9.00989E-15  2.01852E-14  4.91336E-14  4.72582E-15  3.22022E-14  4.08030E-14  1.27969E-14  1.68857E-13  1.05558E-03  1.11980E-12  2.78417E+00
  -33.0000  3.77789E-13  1.26503E-02  1.58323E-13  1.60837E-13  1.59591E-13  4.78751E-13  2.75542E+00  5.85708E-14  7.50005E-14  4.45222E-14  4.11808E-14  5.92871E-14  2.78561E-13  1.50379E-02  9.75132E-15  2.09509E-14  5.17781E-14  4.65922E-15  3.35111E-14  4.34454E-14  1.32271E-14  1.77323E-13  1.05558E-03  1.31242E-12  2.78417E+00
  -32.5000  4.66618E-13  1.26503E-02  1.90695E-13  1.93614E-13  1.92167E-13  5.76476E-13  2.75542E+00  6.75858E-14  8.65830E-14  5.03866E-14  4.77559E-14  6.80541E-14  3.20365E-13  1.50379E-02  1.06095E-14  2.18781E-14  5.48563E-14  4.61973E-15  3.50722E-14  4.65104E-14  1.37668E-14  1.87313E-13  1.05558E-03  1.55077E-12  2.78417E+00
